chunk_id,source,snippet,icd_codes
94,data/ABMS-Guide-to-Medical-Specialties-2022.pdf,"Our community of Member Boards constantly  evaluates the standards of specialty practice,  comparing them to advances in technology and  science, and changes in regulation and delivery  systems —  and adapts them accordingly. Based on  those standard...",'Z764'; 'Z0279'; 'Z006'; 'Y6551'
95,data/ABMS-Guide-to-Medical-Specialties-2022.pdf,"help physicians maintain  up-to-date knowledge,  enhance quality clinical  outcomes, and promote  patient safety. They are  linked to better patient  care in the most chronic  medical conditions   patients face today such  as diabetes, hypertension, ...",'Z91A4'; 'F40232'; 'Z91A48'; 'Z91A9'
96,data/ABMS-Guide-to-Medical-Specialties-2022.pdf,8 9 Higher standards encourage  Patients and their families place  extraordinary trust in their physician  specialists. They expect a level of  professional excellence concurrent with  the advances in specialty medicine. The  career-long process char...,'Z006'; 'Z0279'; 'Z764'; 'F40232'
97,data/ABMS-Guide-to-Medical-Specialties-2022.pdf,public. The board certification process  includes continuous assessment and  activities to further physicians’ professional  development. Physicians are supported   throughout their careers with innovative  programs that help early-career physicians ...,'Z764'; 'Z0279'; 'Z0289'; 'Z712'
98,data/ABMS-Guide-to-Medical-Specialties-2022.pdf,"When choosing a physician,   patients say that board   certification matters .   They expect that their   physicians stay up to date  with advances in their   specialty and participate  in ongoing learning. Surveys  show that patients think  board ce...",'Z764'; 'Z006'; 'Z91A4'; 'Z0279'
99,data/ABMS-Guide-to-Medical-Specialties-2022.pdf,11abms.org 10 1933 American Board of Dermatology American Board of Obstetrics and Gynecology American Board of Ophthalmology American Board of Otolaryngology–Head and   Neck Surgery 1935 American Board of Orthopaedic Surgery American Board of Pediatr...,'T889XXS'; 'Z409'; 'T889XXA'; 'T889XXD'
100,data/ABMS-Guide-to-Medical-Specialties-2022.pdf,1940 American Board of Neurological Surgery 1941 American Board of Anesthesiology American Board of Plastic Surgery 1947 American Board of Physical Medicine and Rehabilitation 1949 American Board of Colon and Rectal Surgery American Board of Preventi...,'T889XXS'; 'T889XXA'; 'Y66'; 'T889XXD'
101,data/ABMS-Guide-to-Medical-Specialties-2022.pdf,"1979 American Board of Emergency Medicine 1991 American Board of Medical Genetics and Genomics ABMS works with its Member Boards and Associate  Members to improve the quality of graduate medical  education, the standards of medical practice, and the ...",'Z764'; 'T80310S'; 'T80310A'; 'T80310D'
102,data/ABMS-Guide-to-Medical-Specialties-2022.pdf,"offering Continuing Medical Education (CME) for physicians,  accme.org Accreditation Council for Graduate Medical Education (ACGME)   National organization that reviews and accredits graduate medical education  (residency and fellowship) programs, an...",'J1561'; 'Z764'; 'Z029'; 'Z0289'
103,data/ABMS-Guide-to-Medical-Specialties-2022.pdf,"their patients and communities to ensure that members’ perspectives and needs are  heard and addressed in national health policy development, legislative and regulatory  debates, and judicial matters, aha.org American Medical Association (AMA)   Nati...",'F40232'; 'Y92532'; 'Y92531'; 'Z4789'
104,data/ABMS-Guide-to-Medical-Specialties-2022.pdf,"Association of American Medical Colleges (AAMC)   National membership organization serving the academic medicine community dedicated  to transforming health care through medical education, patient care, medical research, and  community collaborations...",'Z764'; 'F40232'; 'Y92532'; 'Y66'
105,data/ABMS-Guide-to-Medical-Specialties-2022.pdf,"issues of medical education and accreditation, health care quality, and professional  identity, cmss.org Educational Commission for Foreign Medical Graduates (ECFMG)   Organization that evaluates whether international medical graduates (IMGs) are  re...",'R9431'; 'R94111'; 'Z020'; 'Z0279'
106,data/ABMS-Guide-to-Medical-Specialties-2022.pdf,"employ them. ECFMG Certification is a requirement for IMGs to take Step 3 of the  United States Medical Licensing Examination (USMLE), ecfmg.org Federation of State Medical Boards (FSMB)   Organization representing the 71 state medical and osteopathi...",'R9431'; 'R94111'; 'R94131'; 'Z764'
107,data/ABMS-Guide-to-Medical-Specialties-2022.pdf,"and discipline physicians. It collaborates with NBME to provide the USMLE assessment, fsmb.org National Board of Medical Examiners (NBME)   Assessment organization that, along with FSMB, co-sponsors the USMLE, which is  accepted by medical licensing ...",'Z0289'; 'Z006'; 'Z029'; 'Z0279'
108,data/ABMS-Guide-to-Medical-Specialties-2022.pdf,13abms.org 12 DESCRIPTIONS OF THE ABMS MEMBER BOARD  SPECIALTY AND SUBSPECIALTY CERTIFICATES Following this at-a-glance list are the descriptions of each specialty and subspecialty.   Visit the ABMS website for the most current list of specialties an...,'Z764'; 'Z0279'; 'Z029'; 'Z0289'
109,data/ABMS-Guide-to-Medical-Specialties-2022.pdf,Pain Medicine  Sleep Medicine  Sports Medicine  Internal Medicine Subspecialties Adolescent Medicine  Adult Congenital Heart Disease Advanced Heart Failure and Transplant  Cardiology  Cardiovascular Disease Clinical Cardiac Electrophysiology Critical...,'I2789'; 'I0989'; 'I519'; 'I5089'
110,data/ABMS-Guide-to-Medical-Specialties-2022.pdf,Nephrology Neurocritical Care Pulmonary Disease Rheumatology Sleep Medicine  Sports Medicine  Transplant Hepatology  Allergy and Immunology† Anesthesiology Subspecialties Adult Cardiac Anesthesiology Critical Care Medicine Hospice and Palliative Medi...,'T889XXS'; 'T8630'; 'T8633'; 'L308'
111,data/ABMS-Guide-to-Medical-Specialties-2022.pdf,Emergency Medicine Subspecialties Anesthesiology Critical Care Medicine  Emergency Medical Services  Hospice and Palliative Medicine  Internal Medicine–Critical Care Medicine Medical T oxicology  Neurocritical Care  Pain Medicine  Pediatric Emergency...,'R402121'; 'R402351'; 'R402141'; 'R402221'
112,data/ABMS-Guide-to-Medical-Specialties-2022.pdf,Laboratory Genetics and Genomics Subspecialties Medical Biochemical Genetics  Molecular Genetic Pathology  Neurological Surgery Neurocritical Care  Nuclear Medicine† Obstetrics and Gynecology Subspecialties Complex Family Planning Critical Care Medic...,'P007'; 'O352XX0'; 'G1224'; 'Z8481'
113,data/ABMS-Guide-to-Medical-Specialties-2022.pdf,Orthopaedic Sports Medicine Surgery of the Hand  Otolaryngology–Head and Neck Surgery Subspecialties Complex Pediatric Otolaryngology Neurotology Plastic Surgery within the Head   and Neck  Sleep Medicine  Pathology Primary Specialty Certificates* Pa...,'Y721'; 'Y723'; 'T889XXS'; 'H9203'
114,data/ABMS-Guide-to-Medical-Specialties-2022.pdf,Pathology–Chemical Pathology–Forensic Pathology–Medical Microbiology Pathology–Molecular Genetic  Pathology–Pediatric Pediatrics Subspecialties Adolescent Medicine  Child Abuse Pediatrics Developmental–Behavioral Pediatrics Hospice and Palliative Med...,'Z00121'; 'Z00129'; 'P093'; 'P007'
115,data/ABMS-Guide-to-Medical-Specialties-2022.pdf,Pediatric Hospital Medicine Pediatric Infectious Diseases Pediatric Nephrology Pediatric Pulmonology Pediatric Rheumatology Pediatric Transplant Hepatology  Sleep Medicine  Sports Medicine  Physical Medicine and Rehabilitation Subspecialties Brain In...,'T8613'; 'T86892'; 'T8693'; 'P358'
116,data/ABMS-Guide-to-Medical-Specialties-2022.pdf,14 15abms.org  Plastic Surgery Subspecialties Plastic Surgery within the Head and Neck  Surgery of the Hand  Preventive Medicine Primary Specialty Certificates* Aerospace Medicine Occupational Medicine Public Health and General   Preventive Medicine ...,'Z428'; 'Z409'; 'Y818'; 'Z408'
117,data/ABMS-Guide-to-Medical-Specialties-2022.pdf,Child Neurology Subspecialties Addiction Psychiatry Brain Injury Medicine  Child and Adolescent Psychiatry Clinical Neurophysiology Consultation–Liaison Psychiatry Epilepsy  Forensic Psychiatry Geriatric Psychiatry Neurocritical Care  Neurodevelopmen...,'Z00121'; 'T7632XS'; 'T7632XA'; 'F938'
118,data/ABMS-Guide-to-Medical-Specialties-2022.pdf,"Radiology Medical Physics (Diagnostic, Nuclear,  Therapeutic) Radiation Oncology Subspecialties Neuroradiology Nuclear Radiology Pain Medicine  Pediatric Radiology Surgery Primary Specialty Certificates* General Surgery Vascular Surgery Subspecialtie...",'Y842'; 'Y788'; 'Y781'; 'Z0279'
119,data/ABMS-Guide-to-Medical-Specialties-2022.pdf,Congenital Cardiac Surgery Urology Subspecialty Female Pelvic Medicine and  Reconstructive Surgery  Pediatric Urology †  No subspecialties *   Specific disciplines within the specialty where   certification is offered AMERICAN BOARD OF   ALLERGY AND ...,'O35BXX5'; 'O35BXX4'; 'O35BXX0'; 'O35BXX1'
120,data/ABMS-Guide-to-Medical-Specialties-2022.pdf,"immune system conditions such as asthma, anaphylaxis, rhinitis, and  eczema as well as adverse reactions to drugs, foods, and insect stings;  also immune deficiency diseases and problems related to autoimmune  disease, organ transplantation, or malig...",'Z9109'; 'Z91048'; 'Z888'; 'T7840XS'
121,data/ABMS-Guide-to-Medical-Specialties-2022.pdf,Allergy and Immunology and Pediatric Rheumatology; and Allergy and  Immunology and Adult Rheumatology. Additional information is available  from the board. Training required prior to certification: Three years training in Internal  Medicine or Pediat...,'Z7185'; 'Z91048'; 'Z9109'; 'Z2804'
122,data/ABMS-Guide-to-Medical-Specialties-2022.pdf,"16 17abms.org  AMERICAN BOARD OF  ANESTHESIOLOGY Approved as an ABMS Member Board in 1941 4208 Six Forks Road, Suite 1500  Raleigh, NC 27609 (866) 999-7501  theaba.org Anesthesiology An anesthesiologist is a physician who provides anesthesia for pati...",'Y700'; 'Y701'; 'Y708'; 'T8853XS'
123,data/ABMS-Guide-to-Medical-Specialties-2022.pdf,and/or cancer pain as well as provides resuscitation and medical  management for patients with critical illnesses and severe injuries. Training required prior to certification: Four years Subspecialties Certification in one of the following subspecia...,'Y701'; 'Y66'; 'R402121'; 'R402351'
124,data/ABMS-Guide-to-Medical-Specialties-2022.pdf,"management of adults with advanced cardiac disease. Their practice  includes medical and periprocedural care for patients with disease  of the heart and great blood vessels, including diagnostic, surgical,  minimally invasive and transcutaneous proce...",'I97111'; 'I97130'; 'I97110'; 'Z4509'
125,data/ABMS-Guide-to-Medical-Specialties-2022.pdf,"and treats patients with critical illnesses or injuries, particularly trauma  victims and patients with multiple organ dysfunction who require care  over a period of hours, days, or weeks. These physicians also coordinate  patient care among the prim...",'R402122'; 'Z515'; 'R402364'; 'R402352'
126,data/ABMS-Guide-to-Medical-Specialties-2022.pdf,"provides care to prevent and relieve the suffering experienced  by patients with life-limiting illnesses. This specialist works with an  interdisciplinary hospice or palliative care team to maximize quality   of life while addressing the physical, ps...",'Z515'; 'Z91A98'; 'G6281'; 'Z91A9'
127,data/ABMS-Guide-to-Medical-Specialties-2022.pdf,"neurological diseases and conditions.  Pain Medicine  An anesthesiologist who specializes in Pain Medicine diagnoses and  treats patients experiencing problems with acute or chronic pain, or  pain related to cancer, in both hospital and outpatient se...",'M792'; 'B760'; 'O745'; 'G9589'
128,data/ABMS-Guide-to-Medical-Specialties-2022.pdf,"surgical, diagnostic, or therapeutic procedures as well as appropriate  pre- and post-operative care, advanced life support, and acute pain  management. Sleep Medicine  An anesthesiologist who specializes in Sleep Medicine has expertise  in the diagn...",'G479'; 'G4701'; 'G478'; 'F11982'
129,data/ABMS-Guide-to-Medical-Specialties-2022.pdf,"interpretation of comprehensive polysomnography, and well versed in  emerging research and management of a sleep laboratory....",'G479'; 'F519'; 'F518'; 'G478'
130,data/ABMS-Guide-to-Medical-Specialties-2022.pdf,"18 19abms.org  Colon and Rectal Surgery A colon and rectal surgeon diagnoses and treats various diseases of  the small intestine, colon, rectum, anal canal, and perianal area including  the organs and tissues related with primary intestinal diseases ...",'K6289'; 'K629'; 'K50811'; 'K50111'
131,data/ABMS-Guide-to-Medical-Specialties-2022.pdf,"and rectal surgeon diagnoses and treats problems of the intestine and  colon such as cancer, polyps (precancerous growths), and inflammatory  conditions. Training required prior to certification: Five years training in General  Surgery; one year in C...",'Z1212'; 'K51411'; 'D375'; 'K50111'
132,data/ABMS-Guide-to-Medical-Specialties-2022.pdf,"(734) 282-9400   abcrs.org Dermatology A dermatologist is a physician with training and expertise in the diagnosis  and medical/surgical management of diseases of the skin, hair and nails, and  mucous membranes.  Training required prior to certificat...",'L309'; 'L981'; 'L011'; 'B653'
133,data/ABMS-Guide-to-Medical-Specialties-2022.pdf,"the skin, including infectious, immunologic, degenerative, and neoplastic  diseases. This entails the examination and interpretation of specially  prepared tissue sections, cellular scrapings, and smears of skin lesions  by means of light microscopy,...",'Z1283'; 'L0889'; 'L988'; 'L989'
134,data/ABMS-Guide-to-Medical-Specialties-2022.pdf,complex skin cancers that are best suited to treatment with micrographic  surgery. The procedure involves the progressive removal and examination  of the cancer-containing tissue until only cancer-free tissue remains. This  specialist also has expert...,'Z1283'; 'Z48817'; 'Z86007'; 'C4490'
135,data/ABMS-Guide-to-Medical-Specialties-2022.pdf,"diagnosis and medical/surgical management of diseases of the skin, hair and  nails, and mucous membranes of infants, children, and adolescents. AMERICAN BOARD OF  DERMATOLOGY Founding Member Board of ABMS 2 Wells Avenue Newton, MA 02459  (617) 910-64...",'Q828'; 'L211'; 'Q829'; 'L988'
136,data/ABMS-Guide-to-Medical-Specialties-2022.pdf,"20 21abms.org  AMERICAN BOARD OF   EMERGENCY MEDICINE Approved as an ABMS Member Board in 1979 3000 Coolidge Road  East Lansing, MI 48823 (517) 332-4800 abem.org Emergency Medicine A physician who specializes in Emergency Medicine focuses on the  imm...",'Z764'; 'R402252'; 'R402121'; 'R402251'
137,data/ABMS-Guide-to-Medical-Specialties-2022.pdf,"specialist provides immediate recognition, evaluation, care, stabilization,  and disposition of a generally diversified population of adult and  pediatric patients in response to acute illness and injury. Training required prior to certification: Thr...",'R402364'; 'R402251'; 'R402324'; 'R402121'
